Unnamed: 0,individual,alias
8691,"quan an, kho, o, dau tu",
8697,"phong kham, dau tu, cho thue, kinh doanh",
8708,"dau tu, o, khach san",
8709,"phong kham, khach san, spa, lam van phong, cho thue, kinh doanh",
8720,"xay can ho dich vu, phong tro, kho, xay nha, o",
8723,"dich vu, mo nha hang",
8730,"cho thue, phong tro, o",
8732,"van phong, xay biet thu, can ho dich vu, biet thu",
8748,xay dung van phong,
8770,"phong kham, van phong, khach san, spa, showroom, thue",
8771,"ngan hang, kd, showroom, dau tu, vp, xay dung, o, kinh doanh",
8784,"cong ty, phong kham, mo van phong, o",
8790,"xay tro, dau tu, o, xay o, cho thue",
8801,"lam showroom, van phong, cua hang, kinh doanh",
8804,"o, sieu thi, cho thue",
8808,"xay o, kho xuong, mo cong ty, kinh doanh",
8814,"toa nha van phong, dich vu",
8855,"kd, vp",
8867,"shop thoi trang, lam vp",
8895,"dau tu, nha hang, shop thoi trang, kinh doanh online",
8926,"dau tu, xay cao oc",
8927,"phong kham, spa, shop, o, mo cong ty, kinh doanh",
8940,"thue, homestay",
8947,"cho thue, van phong, truong hoc, kho, o, kinh doanh",
8949,"van phong, can ho dich vu, cua hang, showroom, cho thue",
8969,"nha xuong, cho thue",
8993,"nha tro, xay biet thu",
9002,"lam showroom, vp",
9012,trung tam anh ngu,
9027,"van phong, cafe, o, kinh doanh",
9040,"cafe, sinh song, xay dung van phong, cong ty, kinh doanh",
9068,"cho thue, xay nha tro",
9070,"o, vp, lam van phong, kinh doanh",
9082,"cafe, khach san",
9084,"xay khach san, can ho, homestay",
9085,"buon ban, dau tu, quan an, o, kinh doanh",
9087,"kinh doanh khach san, dau tu, o",
9090,"van phong, can ho, cafe, cong ty, lam van phong, cho thue, kinh doanh",
9105,"buon ban, cho thue, kinh doanh",
9108,"quan an, mo van phong, mo quan, kinh doanh",
9114,"phong kham, van phong, khach san, kinh doanh",
9116,"xay van phong, xay biet thu, cong ty, cong ty chuyen phat nhanh, xay nha, o, kinh doanh",
9117,"cong ty, lam xuong may, lam van phong, san xuat",
9136,"cho thue, biet thu, kho xuong, o, kinh doanh",
9149,"mo shop, quan an, quan nhau, kinh doanh",
9150,"tham my vien, van phong, can ho, khach san, spa",
9157,"nha nghi, xay nha, kinh doanh",
9169,"xay van phong, dau tu, khach san, kinh doanh",
9185,"lam van phong, dich vu",
9194,"showroom, van phong, khach san",
9200,"xay khach san, nha hang, kinh doanh",
9215,"cong ty, nha xuong, cho thue",
9216,"van phong, o, shop",
9241,"phong kham, an uong, nha thuoc, quan an, dich vu, kinh doanh",
9254,"ngan hang, xay dung building, spa",
9255,"nghi duong, xay khach san, dau tu, ao cuoi, kinh doanh, o, homestay",
9265,"mo truong, cho thue",
9272,"van phong, sieu thi, can ho dich vu, chdv, cho thue",
9287,"phong tro, kinh doanh",
9313,"xay van phong, dau tu, kinh doanh",
9332,nha tro,
9346,"biet thu, quan an, o, cho thue, kinh doanh",
9354,"xay tro, nha nghi, dau tu, o",
9379,"nha nghi, khach san, dau tu, cho thue, kinh doanh",
9394,"dau tu, o, xay phong tro",
9399,"cho thue, o, chdv, kinh doanh",
9405,"sieu thi, dau tu",
9408,"phong kham, spa, cong ty, vp, o, kinh doanh",
9412,"can ho dich vu, cho thue, khach san, xay dung van phong",
9416,"nha hang, khach san",
9485,"cafe, cho thue, kinh doanh",
9489,"o, mua ban",
9497,"o, dich vu",
9506,"mo vp, lam vp",
9510,"xay dung, o",
9520,"cho thue, dau tu, o, xay o",
9523,ngan hang thue,
9525,"spa, o, chdv, biet thu",
9529,"cho thue, van phong, o, villa biet thu",
9536,"karaoke, khach san, xay biet thu, chdv, cho thue",
9541,"tham my vien, cho thue, khach san, kinh doanh",
9543,"nha hang, tra sua, cua hang",
9554,"nghi duong, dinh cu",
9562,"can ho, kinh doanh",
9569,"lam khach san, ngan hang thue, van phong, kinh doanh",
9586,"cho thue, quan an, o",
9594,"o, trung tam dao tao",
9598,"xay cao oc, spa, lam khach san, dau tu, quan an, shop, cho thue",
9601,"xay lai, tra sua, dich vu an uong, dau tu",
9602,"spa, van phong, an uong, kinh doanh",
9604,"xay van phong, khach san",
9619,"dau tu, quan an, kinh doanh",
9637,"o, kinh doanh, van phong dai dien",
9642,"xay khach san, van phong, cho thue, can ho",
9645,"cong ty, van phong, o, kinh doanh",
9648,"khach san, o, can ho",
9669,", xay o, kinh doanh",
9679,"buon ban, van phong, kinh doanh",
9683,"van phong, cafe, spa",
9685,", van phong, o, shop",
9704,", o, kinh doanh",
9707,"xay tro, thue, spa",
9709,"quan an, o",
9718,"van phong, spa, dau tu, o, kinh doanh cafe, kinh doanh",
9725,"vphong, cho thue, kinh doanh",
9744,"dau tu, xay nha, lam vp",
9745,"sieu thi, cho thue, khach san, nha hang, dau tu, toa nha van phong, o, kinh doanh",
9749,"nha hang, cafe, cho thue, kinh doanh",
9758,"lam van phong cty, xay building, o, cho thue, kinh doanh",
9766,"nha khoa, o, chua hang",
9772,"kd nha hang, nha xuong, o",
9778,"van phong, xay dung, cho thue, kinh doanh",
9785,", can ho dich vu, cho thue, sinh song",
9792,"nha xuong, dau tu",
9808,"sieu thi, o",
9815,"xay khach san, kinh doanh",
9831,"lam khach san, biet thu",
9835,"van phong, can ho, kinh doanh cafe",
9837,"van phong, nghi duong, spa, dau tu, o",
9838,"o, ban hang online, lam spa, thue",
9862,"kho, ks, xay nha",
9880,"kho hang, xuong may, lam vp, kinh doanh",
9891,"cho thue, trung tam thuong mai, dich vu",
9898,"spa, mo van phong, kinh doanh",
9904,"o gd, o",
9907,"khach san, buon ban, dau tu, o, kinh doanh",
9914,"dau tu, nha tro, kinh doanh",
9922,"dau tu, nghi duong, biet thu",
9935,"o, cho thue, homestay",
9943,"khach san, nha hang, cafe, o, kinh doanh",
9947,"lam xuong may, xay dung cao oc, buon ban, showroom trung bay, o",
9981,"karaoke, kinh doanh",
9999,"lam vp, nha hang, dau tu, xay nha tro, o",
